EZS	Elazığ	Turkey	Elazığ Airport
FAE	Vágar	Faroe Islands	Vágar Airport
FAI	Fairbanks	United States	Fairbanks International Airport
FAO	Faro	Portugal	Faro - Gago Coutinho International Airport
FAR	Fargo	United States	Hector International Airport
FAT	Fresno	United States	Fresno Yosemite International Airport
FAV		French Polynesia	Fakarava Airport
FAY	Fayetteville	United States	Fayetteville Regional Airport - Grannis Field
FBD	Fayzabad	Afghanistan	Fayzabad Airport
FBE	Francisco Beltrão	Brazil	Paulo Abdala Airport
FBM	Lubumbashi	Democratic Republic of the Congo	Lubumbashi International Airport
FBS	Friday Harbor	United States	Friday Harbor Seaplane Base
FCA	Kalispell	United States	Glacier Park International Airport
FCN	Wurster Nordseeküste	Germany	Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase
FCO	Rome	Italy	Rome–Fiumicino Leonardo da Vinci International Airport
FDE	Førde	Norway	Førde Airport, Bringeland
FDF	Fort-de-France	Martinique	Martinique Aimé Césaire International Airport
FDH	Friedrichshafen	Germany	Bodensee Airport Friedrichshafen
FDU	Bandundu	Democratic Republic of the Congo	Bandundu Airport
FEG	Fergana	Uzbekistan	Fergana International Airport
FEN	Fernando de Noronha	Brazil	Fernando de Noronha Airport
FEZ	Saïss	Morocco	Fes Saïss International Airport
FGU	Fangatau	French Polynesia	Fangatau Airport
FHZ	Fakahina	French Polynesia	Fakahina Airport
FIE	Fair Isle	United Kingdom	Fair Isle Airport
FIH	Kinshasa	Democratic Republic of the Congo	Ndjili International Airport
FIZ		Australia	Fitzroy Crossing Airport
FJR	Fujairah	United Arab Emirates	Fujairah International Airport
FKB	Rheinmünster	Germany	Karlsruhe Baden-Baden Airport
FKI	Kisangani	Democratic Republic of the Congo	Bangoka International Airport
FKQ	Fakfak	Indonesia	Fakfak Airport
FKS	Sukagawa	Japan	Fukushima Airport
FLA	Florencia	Colombia	Gustavo Artunduaga Paredes Airport
FLG	Flagstaff	United States	Flagstaff Pulliam Airport
FLL	Fort Lauderdale	United States	Fort Lauderdale Hollywood International Airport
FLN	Florianópolis	Brazil	Hercílio Luz International Airport
FLO	Florence	United States	Florence Regional Airport
FLR	Firenze (FI)	Italy	Florence Airport, Peretola
FLS	Whitemark	Australia	Flinders Island Airport
FLW	Santa Cruz das Flores	Portugal	Flores Airport
FLZ	Sibolga (Pinangsori)	Indonesia	Dr. Ferdinand Lumban Tobing Airport
FMA	Formosa	Argentina	Formosa National Airport
FMI	Kalemie	Democratic Republic of the Congo	Kalemie Airport
FMM	Memmingen	Germany	Memmingen Allgau Airport
FMO	Greven	Germany	Münster Osnabrück Airport
FMT	Faresmaathodaa	Maldives	Faresmaathoda Airport
FNA	Freetown (Lungi-Town)	Sierra Leone	Lungi International Airport
FNC	Funchal	Portugal	Cristiano Ronaldo International Airport
FND	Funadhoo	Maldives	Funadhoo Airport
FNI	Nîmes/Garons	France	Nîmes-Arles-Camargue Airport
FNJ	Pyongyang	North Korea	Pyongyang Sunan International Airport
FNR	Funter Bay	United States	Funter Bay Seaplane Base
FNT	Flint	United States	Bishop International Airport
FOA	Foula	United Kingdom	Foula Airfield
FOC	Fuzhou (Changle)	China	Fuzhou Changle International Airport
FOD	Fort Dodge	United States	Fort Dodge Regional Airport
FOG	Foggia (FG)	Italy	Foggia Gino Lisa Airport
FON	La Fortuna	Costa Rica	La Fortuna Arenal Airport
FOR	Fortaleza	Brazil	Pinto Martins International Airport
FPO	Freeport	Bahamas	Grand Bahama International Airport
FRA	Frankfurt am Main	Germany	Frankfurt Main Airport
FRD	Friday Harbor	United States	Friday Harbor Airport
FRE	Fera Island	Solomon Islands	Fera/Maringe Airport
FRL	Forlì (FC)	Italy	Forlì-Luigi Ridolfi International Airport
FRO	Florø	Norway	Florø Airport
FRS	San Benito	Guatemala	Mundo Maya International Airport
FRW	Francistown	Botswana	Phillip Gaonwe Matante International Airport
FSC	Figari	France	Figari Sud-Corse Airport
FSD	Sioux Falls	United States	Sioux Falls Regional Airport
FSH	Singkil	Indonesia	Syekh Hamzah Fansyuri Airport
FSM	Fort Smith	United States	Fort Smith Regional Airport
FSP	Saint-Pierre	Saint Pierre and Miquelon	Saint-Pierre Pointe-Blanche Airport
FSZ	Makinohara / Shimada	Japan	Mount Fuji Shizuoka Airport
FTA	Futuna Island	Vanuatu	Futuna Airport
FTE	El Calafate	Argentina	El Calafate - Commander Armando Tola International Airport
FTI	Fitiuta Village	American Samoa	Fitiuta Airport
FTU	Tôlanaro	Madagascar	Tôlanaro Airport
FTW	Fort Worth	United States	Fort Worth Meacham International Airport
FUE	El Matorral	Spain	Fuerteventura Airport
FUG	Yingzhou, Fuyang	China	Fuyang Xiguan Airport
FUJ	Goto	Japan	Fukue Airport
FUK	Fukuoka	Japan	Fukuoka Airport
FUN	Funafuti	Tuvalu	Funafuti International Airport
FUO	Foshan (Nanhai)	China	Foshan Shadi Airport
FUT	Futuna Island	Wallis and Futuna	Pointe Vele Airport
FWA	Fort Wayne	United States	Fort Wayne International Airport
FYJ	Fuyuan	China	Fuyuan Dongji Airport
FYN	Fuyun	China	Fuyun Koktokay Airport
FYU	Fort Yukon	United States	Fort Yukon Airport
GAJ	Higashine	Japan	Yamagata Airport
GAL	Galena	United States	Edward G. Pitka Sr Airport
GAM	Gambell	United States	Gambell Airport
GAN	Gan	Maldives	Gan International Airport
GAQ	Gao	Mali	Gao International Airport
GAU	Guwahati	India	Lokpriya Gopinath Bordoloi International Airport
GAX	Gamba	Gabon	Gamba Airport
GAY	Gaya	India	Gaya Airport
GBB	Gabala	Azerbaijan	Gabala International Airport
GBE	Gaborone	Botswana	Sir Seretse Khama International Airport
GBI	Kalaburagi	India	Kalaburagi Airport
GBJ	Grand-Bourg	Guadeloupe	Marie-Galante Airport
GBZ	Claris	New Zealand	Great Barrier Aerodrome
GCC	Gillette	United States	Northeast Wyoming Regional Airport
GCH	Gachsaran	Iran	Gachsaran Airport
GCI	Saint Peter Port	Guernsey	Guernsey Airport
GCK	Garden City	United States	Garden City Regional Airport
GCM	George Town	Cayman Islands	Owen Roberts International Airport
GCN	Grand Canyon - Tusayan	United States	Grand Canyon National Park Airport
GDB	Gondia	India	Gondia Airport
GDE	Gode	Ethiopia	Gode Airport
GDL	Guadalajara	Mexico	Guadalajara International Airport
GDN	Gdańsk	Poland	Gdańsk Lech Wałęsa Airport
GDQ	Azezo	Ethiopia	Gondar Airport
GDT	Cockburn Town	Turks and Caicos Islands	JAGS McCartney International Airport
GDV	Glendive	United States	Dawson Community Airport
GDX	Magadan	Russia	Sokol Airport
GDZ	Gelendzhik	Russia	Gelendzhik Airport
GEA	Nouméa	New Caledonia	Nouméa Magenta Airport
GEG	Spokane	United States	Spokane International Airport
GEL	Santo Ângelo	Brazil	Santo Ângelo Airport
GEM	Mengomeyén	Equatorial Guinea	President Obiang Nguema International Airport
GEO	Georgetown	Guyana	Cheddi Jagan International Airport
GER	Nueva Gerona	Cuba	Rafael Cabrera Airport
GES	General Santos	Philippines	General Santos International Airport
GET	Moonyoonooka	Australia	Geraldton Airport
GEV	Gällivare	Sweden	Gällivare Airport
GFF	Griffith	Australia	Griffith Airport
GFK	Grand Forks	United States	Grand Forks International Airport
GGF	Almeirim	Brazil	Almeirim Airport
GGG	Longview	United States	East Texas Regional Airport
GGJ	Guaíra	Brazil	Guaíra Airport
GGR	Garowe	Somalia	Garowe Airport
GGS	Gobernador Gregores	Argentina	Gobernador Gregores Airport
GGT	Moss Town	Bahamas	Exuma International Airport
GGW	Glasgow	United States	Glasgow Valley County Airport Wokal Field
GHA	El Atteuf	Algeria	Noumérat - Moufdi Zakaria Airport
GHB	Governor's Harbour	Bahamas	Governor's Harbour Airport
GHV	Brașov (Ghimbav)	Romania	Brașov-Ghimbav International Airport
GIB	Gibraltar	Gibraltar	Gibraltar Airport
GIC	Boigu Island	Australia	Boigu Island Airport
GID	Gitega	Burundi	Gitega Airport
GIG	Rio De Janeiro	Brazil	Rio Galeão – Tom Jobim International Airport
GIL	Gilgit	Pakistan	Gilgit Airport
GIS	Gisborne	New Zealand	Gisborne Airport
GIZ	Jizan	Saudi Arabia	Jizan Regional Airport / King Abdullah bin Abdulaziz Airport
GJA	Guanaja	Honduras	La Laguna Airport
GJL	Tahir	Algeria	Jijel Ferhat Abbas Airport
GJT	Grand Junction	United States	Grand Junction Regional Airport
GKA	Goronka	Papua New Guinea	Goroka Airport
GKK	Huvadhu Atoll	Maldives	Kooddoo Airport
GKN	Gulkana	United States	Gulkana Airport
GLA	Glasgow	United Kingdom	Glasgow Airport
GLF	Golfito	Costa Rica	Golfito Airport
GLH	Greenville	United States	Mid Delta Regional Airport
GLK	Galcaio	Somalia	Galcaio Airport
GLT	Gladstone	Australia	Gladstone Airport
GLV	Golovin	United States	Golovin Airport
GMA	Gemena	Democratic Republic of the Congo	Gemena Airport
GMB	Gambela	Ethiopia	Gambela Airport
GME	Gomel	Belarus	Gomel Airport
GMI	Gasmata Island	Papua New Guinea	Gasmata Island Airport
GMO	Gombe	Nigeria	Gombe Lawanti International Airport
GMP	Seoul	South Korea	Seoul Gimpo International Airport
GMQ	Golog (Maqên)	China	Golog Maqên Airport
GMR		French Polynesia	Totegegie Airport
GMZ	Alajero, La Gomera Island	Spain	La Gomera Airport
GNB	Grenoble	France	Grenoble Alpes Isère Airport
GND	Saint George's	Grenada	Maurice Bishop International Airport
GNJ	Ganja	Azerbaijan	Ganja International Airport
GNS	Gunungsitoli	Indonesia	Binaka Airport
GNU	Goodnews	United States	Goodnews Airport
GNV	Gainesville	United States	Gainesville Regional Airport
GNY	Şanlıurfa	Turkey	Şanlıurfa GAP Airport
GOA	Genova (GE)	Italy	Genoa Cristoforo Colombo Airport
GOH	Nuuk	Greenland	Nuuk International Airport
GOI	Vasco da Gama	India	Goa Dabolim International Airport
GOJ	Nizhny Novgorod	Russia	Nizhny Novgorod / Strigino International Airport
GOM	Goma	Democratic Republic of the Congo	Goma International Airport
GOP	Gorakhpur	India	Gorakhpur Airport
GOQ	Golmud	China	Golmud Airport
GOT	Göteborg	Sweden	Göteborg Landvetter Airport
GOU	Garoua	Cameroon	Garoua International Airport
GOV	Nhulunbuy	Australia	Gove Airport
GOX	Mopa	India	Manohar International Airport
GOY	Tura	Russia	Tura Mountain Airport
GPA	Patras	Greece	Patras Araxos Agamemnon Airport
GPI	Guapi	Colombia	Guapi Airport
GPS	Isla Baltra	Ecuador	Seymour Galapagos Ecological Airport
GPT	Gulfport	United States	Gulfport Biloxi International Airport
GRB	Green Bay	United States	Austin Straubel International Airport
GRI	Grand Island	United States	Central Nebraska Regional Airport
GRJ	George	South Africa	George Airport
GRK	Fort Cavazos	United States	Killeen Regional Airport / Robert Gray Army Airfield
GRO	Girona	Spain	Girona-Costa Brava Airport
GRQ	Groningen	Netherlands	Groningen Airport Eelde
GRR	Grand Rapids	United States	Gerald R. Ford International Airport
GRU	São Paulo	Brazil	São Paulo/Guarulhos–Governor André Franco Montoro International Airport
GRV	Grozny	Russia	Akhmat Kadyrov Grozny International Airport
GRW	Santa Cruz da Graciosa	Portugal	Graciosa Airport
GRX	Granada	Spain	F.G.L. Airport Granada-Jaén Airport
GRY	Grímsey/Sandvík	Iceland	Grímsey Airport
GRZ	Feldkirchen bei Graz	Austria	Graz Airport
GSM	Qeshm(Dayrestan)	Iran	Qeshm International Airport
GSO	Greensboro	United States	Piedmont Triad International Airport
GSP	Greenville/Greer/Spartanburg	United States	Greenville-Spartanburg International Airport
GST	Gustavus	United States	Gustavus Airport
GSV	Saratov	Russia	Gagarin International Airport
GTA	Gatokae	Solomon Islands	Gatokae Aerodrome
GTE	Groote Eylandt	Australia	Groote Eylandt Airport
GTF	Great Falls	United States	Great Falls International Airport
GTO	Gorontalo	Indonesia	Jalaluddin Airport
GTR	Columbus/W Point/Starkville	United States	Golden Triangle Regional Airport
GUA	Guatemala City	Guatemala	La Aurora International Airport
GUB	San Quintín	Mexico	Guerrero Negro Airport
GUC	Gunnison	United States	Gunnison Crested Butte Regional Airport
GUM	Hagåtña	Guam	Antonio B. Won Pat International Airport
GUP	Gallup	United States	Gallup Municipal Airport
GUR	Gurney	Papua New Guinea	Gurney Airport
GUW	Atyrau	Kazakhstan	Atyrau International Airport
GUZ	Guarapari	Brazil	Guarapari Airport
GVA	Geneva	Switzerland	Geneva International Airport
GVR	Governador Valadares	Brazil	Coronel Altino Machado Airport
GWD	Gurandani	Pakistan	New Gwadar International Airport
GWL	Gwalior	India	Gwalior Airport
GWT	Sylt	Germany	Westerland Sylt Airport
GXF	Seiyun	Yemen	Seiyun Hadhramaut International Airport
GXG	Negage	Angola	Negage Airport
GXH	Gannan (Xiahe)	China	Gannan Xiahe Airport
GYA	Guayaramerín	Bolivia	Guayaramerín Airport
GYD	Baku	Azerbaijan	Heydar Aliyev International Airport
GYE	Guayaquil	Ecuador	José Joaquín de Olmedo International Airport
GYM	Guaymas	Mexico	General José María Yáñez International Airport
GYN	Goiânia	Brazil	Santa Genoveva International Airport
GYS	Guangyuan (Lizhou)	China	Guangyuan Panlong Airport
GYU	Guyuan (Yuanzhou)	China	Guyuan Liupanshan Airport
GYY	Gary	United States	Gary/Chicago International Airport
GYZ	Cosmo Newbery	Australia	Gruyere Airport
GZG	Garzê (Garzê)	China	Garze Gesar Airport
GZM	Gozo	Malta	Xewkija Heliport
GZO	Gizo	Solomon Islands	Nusatupe Airport
GZP	Gazipaşa	Turkey	Gazipaşa-Alanya Airport
GZT	Gaziantep	Turkey	Gaziantep Oğuzeli International Airport
HAA	Hasvik	Norway	Hasvik Airport
HAC	Hachijojima	Japan	Hachijojima Airport
HAD	Halmstad	Sweden	Halmstad Airport
HAH	Moroni	Comoros	Prince Said Ibrahim International Airport
HAJ	Hannover	Germany	Hannover Airport
HAK	Haikou (Meilan)	China	Haikou Meilan International Airport
HAL	Halali	Namibia	Halali Airport
HAM	Hamburg	Germany	Hamburg Helmut Schmidt Airport
HAN	Hanoi (Soc Son)	Vietnam	Noi Bai International Airport
HAQ	Haa Dhaalu Atoll	Maldives	Hanimaadhoo International Airport
HAS	Hail	Saudi Arabia	Hail International Airport
HAU	Karmøy	Norway	Haugesund Airport, Karmøy
HAV	Havana	Cuba	José Martí International Airport
HBA	Hobart (Cambridge)	Australia	Hobart International Airport
HBE	Alexandria	Egypt	Alexandria International Airport
HBQ	Haibei (Qilian)	China	Haibei Qilian Airport
HBT	Hambantota	Sri Lanka	Hambantota Seaplane Base
HBX	Hubballi	India	Hubballi Airport
HCJ	Hechi (Jinchengjiang)	China	Hechi Jinchengjiang Airport
HCR	Holy Cross	United States	Holy Cross Airport
HCZ	Chenzhou	China	Chenzhou Beihu Airport
HDD	Hyderabad	Pakistan	Hyderabad Airport
HDF	Zirchow	Germany	Heringsdorf Airport
HDG	Handan	China	Handan Airport
HDK	Kulhudhuffushi	Maldives	Kulhudhuffushi Airport
HDM	Hamadan	Iran	Hamadan Airport
HDN	Hayden	United States	Yampa Valley Airport
HDO	Ghaziabad	India	Hindon Airport / Hindon Air Force Station
HDS	Hoedspruit	South Africa	Eastgate Airport / Air Force Base Hoedspruit
HDY	Hat Yai	Thailand	Hat Yai International Airport
HEA	Guzara	Afghanistan	Herat - Khwaja Abdullah Ansari International Airport
HEH	Heho	Myanmar	Heho Airport
HEI	Oesterdeichstrich	Germany	Heide-Büsum Airport
HEK	Heihe	China	Heihe Aihui Airport
HEL	Helsinki (Vantaa)	Finland	Helsinki Vantaa Airport
HER	Heraklion	Greece	Heraklion International Nikos Kazantzakis Airport
HET	Hohhot	China	Hohhot Baita International Airport
HFA	Haifa	Israel	Uri Michaeli Haifa International Airport
HFE	Hefei	China	Hefei Xinqiao International Airport
HFN	Höfn	Iceland	Hornafjörður Airport
HFS	Råda	Sweden	Hagfors Airport
HFT	Hammerfest	Norway	Hammerfest Airport
HGA	Hargeisa	Somalia	Egal International Airport
HGD	Hughenden	Australia	Hughenden Airport
HGH	Hangzhou	China	Hangzhou Xiaoshan International Airport
HGI	Hollongi	India	Itanagar Donyi Polo Hollongi Airport
HGL	Helgoland	Germany	Helgoland-Düne Airport
HGN	Mae Hong Son	Thailand	Mae Hong Son Airport
HGO	Korhogo	Côte d'Ivoire	Korhogo Airport
HGR	Hagerstown	United States	Hagerstown Regional Richard A Henson Field
HGU	Mount Hagen	Papua New Guinea	Mount Hagen Kagamuga Airport
HHH	Hilton Head Island	United States	Hilton Head Airport
HHN	Frankfurt am Main (Lautzenhausen)	Germany	Frankfurt-Hahn Airport
HHP	Central and Western	Hong Kong	Shun Tak Heliport
HHQ	Hua Hin	Thailand	Hua Hin Airport
HHR	Hawthorne	United States	Jack Northrop Field Hawthorne Municipal Airport
HHZ	Hikueru	French Polynesia	Hikueru Airport
HIA	Huai'an	China	Huai'an Lianshui Airport
HIB	Hibbing	United States	Range Regional Airport
HID	Horn	Australia	Horn Island Airport
HII	Lake Havasu City	United States	Lake Havasu City Airport
HIJ	Hiroshima	Japan	Hiroshima Airport
HIL	Shilavo	Ethiopia	Shilavo Airport
HIN	Sacheon	South Korea	Sacheon Airport / Sacheon Air Base
HIR	Honiara	Solomon Islands	Honiara International Airport
HIS	Hayman Island	Australia	Hayman Island Resort Seaplane Base
HJB	Hejing	China	Hejing Bayinbuluke Airport
HJJ	Huaihua	China	Huaihua Zhijiang Airport
HJR	Khajuraho	India	Khajuraho Airport
HKD	Hakodate	Japan	Hakodate Airport
HKG	Hong Kong	Hong Kong	Hong Kong International Airport
HKK		New Zealand	Hokitika Airfield
HKN	Kimbe	Papua New Guinea	Hoskins Airport
HKT	Phuket	Thailand	Phuket International Airport
HLA	Johannesburg	South Africa	Lanseria International Airport
HLD	Hailar	China	Hulunbuir Hailar Airport
HLE	Jamestown	Saint Helena, Ascension and Tristan da Cunha	Saint Helena International Airport
HLH	Ulanhot	China	Ulanhot Yilelite Airport
HLN	Helena	United States	Helena Regional Airport
HLP	Jakarta	Indonesia	Halim Perdanakusuma International Airport
HLZ	Hamilton	New Zealand	Hamilton International Airport
HMA	Khanty-Mansiysk	Russia	Khanty Mansiysk Airport
HMB	Suhaj	Egypt	Suhaj International Airport
HME	Hassi Messaoud	Algeria	Hassi Messaoud-Oued Irara Krim Belkacem Airport
HMI	Hami	China	Hami Airport
HMO	Hermosillo	Mexico	General Ignacio L. Pesqueira International Airport
HMS	Muara Teweh	Indonesia	Haji Muhammad Sidik Airport
HMV	Hemavan	Sweden	Hemavan Airport
HNA	Hanamaki	Japan	Iwate Hanamaki Airport
HND	Tokyo	Japan	Tokyo Haneda International Airport
HNH	Hoonah	United States	Hoonah Airport
HNL	Honolulu, Oahu	United States	Daniel K. Inouye International Airport
HNM	Hana	United States	Hana Airport
HNS	Haines	United States	Haines Airport
HNY	Hengyang	China	Hengyang Nanyue Airport
HOB	Hobbs	United States	Lea County Regional Airport
HOF	Hofuf	Saudi Arabia	Al-Ahsa International Airport
HOG	Holguin	Cuba	Frank Pais International Airport
HOI	Otepa	French Polynesia	Hao Airport
HOK	Lajamanu	Australia	Hooker Creek Airport
HOM	Homer	United States	Homer Airport
HOR	Horta	Portugal	Horta Airport
HOT	Hot Springs	United States	Memorial Field Airport
HOU	Houston	United States	William P. Hobby Airport
HOV	Ørsta	Norway	Ørsta-Volda Airport, Hovden
HPA	Lifuka	Tonga	Lifuka Island Airport
HPB	Hooper Bay	United States	Hooper Bay Airport
HPG	Shennongjia (Hongping)	China	Shennongjia Hongping Airport
HPH	Haiphong (Hai An)	Vietnam	Cat Bi International Airport
HPN	White Plains	United States	Westchester County Airport
HQL	Tashikuergan	China	Tashikuergan Hongqilafu Airport
HQQ	Anyang	China	Anyang Hongqiqu Airport
HRB	Harbin	China	Harbin Taiping International Airport
HRE	Harare	Zimbabwe	Robert Gabriel Mugabe International Airport
HRF		Maldives	Hoarafushi Airport
HRG	Hurghada	Egypt	Hurghada International Airport
HRI	Mattala	Sri Lanka	Mattala Rajapaksa International Airport
HRL	Harlingen	United States	Valley International Airport
HRO	Harrison	United States	Boone County Airport
HSA	Turkıstan	Kazakhstan	Hazrat Sultan International Airport
HSC	Shaoguan	China	Shaoguan Danxia Airport
HSG	Saga	Japan	Kyushu Saga International Airport
HSL	Huslia	United States	Huslia Airport
HSN	Zhoushan	China	Zhoushan Putuoshan International Airport
HSR	Rajkot	India	Rajkot International Airport
HSS	Hisar	India	Maharaja Agrasen International Airport
HSV	Huntsville	United States	Huntsville International Airport
HTA	Chita	Russia	Chita-Kadala International Airport
HTG	Khatanga	Russia	Khatanga Airport
HTI	Hamilton Island	Australia	Hamilton Island Airport
HTN	Hotan	China	Hotan Airport
HTS	Huntington	United States	Tri-State Airport / Milton J. Ferguson Field
HTT	Mengnai	China	Huatugou Airport
HTY	Antakya	Turkey	Hatay Airport
HUE	Akwi	Ethiopia	Humera Airport
HUG	Huehuetenango	Guatemala	Huehuetenango Airport
HUH	Fare	French Polynesia	Huahine-Fare Airport
HUI	Huế	Vietnam	Phu Bai International Airport
HUN	Hualien City	Taiwan	Hualien Chiashan Airport
HUO	Holingol	China	Holingol Huolinhe Airport
HUS	Hughes	United States	Hughes Airport
HUU	Huánuco	Peru	Alferez Fap David Figueroa Fernandini Airport
HUX	Huatulco	Mexico	Bahías de Huatulco International Airport
HUY	Grimsby, Lincolnshire	United Kingdom	Humberside Airport
HUZ	Huizhou (Pingtan)	China	Huizhou Pingtan Airport
HVB	Hervey Bay	Australia	Hervey Bay Airport
HVD	Khovd	Mongolia	Khovd Airport
HVG	Honningsvåg	Norway	Honningsvåg Airport, Valan
HVN	New Haven	United States	Tweed New Haven Airport
HVR	Havre	United States	Havre City County Airport
HWR	Halwara	India	Halwara International Airport
HXD	Delingha	China	Haixi Delingha Airport
HYA	Hyannis	United States	Cape Cod Gateway Airport
HYD	Hyderabad	India	Rajiv Gandhi International Airport
HYG	Hydaburg	United States	Hydaburg Seaplane Base
HYL	Hollis	United States	Hollis Clark Bay Seaplane Base
HYN	Taizhou (Luqiao)	China	Taizhou Luqiao Airport
HYS	Hays	United States	Hays Regional Airport
HZA	Heze (Dingtao)	China	Heze Mudan Airport
HZG	Hanzhong (Chenggu)	China	Hanzhong Chenggu Airport
HZH	Liping	China	Liping Airport
IAA	Igarka	Russia	Igarka Airport
IAD	Dulles	United States	Washington Dulles International Airport
IAG	Niagara Falls	United States	Niagara Falls International Airport
IAH	Houston	United States	George Bush Intercontinental Airport
IAM	In Aménas	Algeria	Zarzaitine - In Aménas Airport
IAN	Kiana	United States	Bob Baker Memorial Airport
IAO	Del Carmen	Philippines	Siargao Airport
IAR	Tunoshna	Russia	Golden Ring Yaroslavl International Airport
IAS	Iaşi	Romania	Iaşi International Airport
IBA	Ibadan	Nigeria	Ibadan Airport
IBB	Puerto Villamil	Ecuador	General Villamil Airport
IBE	Ibagué	Colombia	Perales Airport
IBR	Omitama	Japan	Ibaraki Airport
IBZ	Ibiza (Eivissa)	Spain	Ibiza Airport
ICC	Isla de Coche	Venezuela	Andrés Miguel Salazar Marcano Airport
ICI	Cicia	Fiji	Cicia Airport
ICN	Seoul	South Korea	Incheon International Airport
ICT	Wichita	United States	Wichita Dwight D. Eisenhower National Airport
IDA	Idaho Falls	United States	Idaho Falls Regional Airport
IDR	Indore	India	Devi Ahilya Bai Holkar International Airport
IEG	Nowe Kramsko	Poland	Zielona Góra-Babimost Airport
IFJ	Ísafjörður	Iceland	Ísafjörður Airport
IFN	Isfahan	Iran	Isfahan Shahid Beheshti International Airport
IFO	Ivano-Frankivsk	Ukraine	Ivano-Frankivsk International Airport
IGA	Matthew Town	Bahamas	Inagua Airport
IGD	Iğdır	Turkey	Iğdır Airport
IGG	Igiugig	United States	Igiugig Airport
IGR	Puerto Iguazu	Argentina	Cataratas Del Iguazú International Airport
IGT	Sunzha	Russia	Magas Airport
IGU	Foz do Iguaçu	Brazil	Cataratas International Airport
IIA	Inis Meáin	Ireland	Inishmaan Aerodrome
IJK	Izhevsk	Russia	Izhevsk Airport
IKA	Tehran	Iran	Imam Khomeini International Airport
IKE	Ikerasak	Greenland	Ikerasak Heliport
IKG	Karakol	Kyrgyzstan	Karakol International Airport
IKI	Iki	Japan	Iki Airport
IKO	Nikolski	United States	Nikolski Air Station
IKS	Tiksi	Russia	Tiksi Airport
IKT	Irkutsk	Russia	Irkutsk International Airport
IKU	Tamchy	Kyrgyzstan	Issyk-Kul International Airport
ILD	Lleida	Spain	Lleida-Alguaire Airport
ILF	Ilford	Canada	Ilford Airport
ILG	Wilmington	United States	Wilmington Airport
ILI	Iliamna	United States	Iliamna Airport
ILM	Wilmington	United States	Wilmington International Airport
ILO	Cabatuan	Philippines	Iloilo International Airport
ILP	Île des Pins	New Caledonia	Île des Pins Airport
ILQ	Ilo	Peru	General Jorge Fernandez Maldon Airport
ILR	Ilorin/Ogbomosho	Nigeria	General Tunde Idiagbon International Airport
ILS	San Salvador	El Salvador	Ilopango International Airport
ILY	Isle of Islay, Argyll and Bute	United Kingdom	Islay Airport
IMF	Imphal	India	Bir Tikendrajit International Airport
IMK	Simikot	Nepal	Simikot Airport
IMP	Imperatriz	Brazil	Prefeito Renato Moreira Airport
IMT	Kingsford	United States	Ford Airport
INB	Independence	Belize	Independence Airport
INC	Yinchuan	China	Yinchuan Hedong International Airport
IND	Indianapolis	United States	Indianapolis International Airport
INH	Inhambane	Mozambique	Inhambane Airport
INI	Niš	Serbia	Niš Constantine the Great Airport
INL	International Falls	United States	Falls International Airport
INN	Innsbruck	Austria	Innsbruck Airport
INO	Inongo	Democratic Republic of the Congo	Inongo Airport
INQ	Inis Oírr	Ireland	Inisheer Aerodrome
INU	Yaren	Nauru	Nauru International Airport
INV	Inverness	United Kingdom	Inverness Airport
INZ	In Salah	Algeria	In Salah Airport
IOA	Ioannina	Greece	Ioannina King Pyrrhus National Airport
IOM	Castletown	Isle of Man	Isle of Man Airport
IOQ	Isortoq	Greenland	Isortoq Heliport
IOR	Inis Mór	Ireland	Inishmore Aerodrome
IOS	Ilhéus	Brazil	Bahia - Jorge Amado Airport
IOT	Illorsuit	Greenland	Illorsuit Heliport
IPC	Isla De Pascua	Chile	Mataveri International Airport
IPH	Ipoh	Malaysia	Sultan Azlan Shah Airport
IPI	Ipiales	Colombia	San Luis Airport
IPL	Imperial	United States	Imperial County Airport
IPN	Ipatinga	Brazil	Usiminas Airport
IPT	Williamsport	United States	Williamsport Regional Airport
IQM	Qiemo	China	Qiemo Yudu Airport
IQN	Qingyang (Xifeng)	China	Qingyang Xifeng Airport
IQQ	Iquique	Chile	Diego Aracena International Airport
IQT	Iquitos	Peru	Coronel FAP Francisco Secada Vignetta International Airport
IRA	Kirakira	Solomon Islands	Ngorangora Airport
IRC	Circle	United States	Circle City (New) Airport
IRG	Lockhart River	Australia	Lockhart River Airport
IRJ	La Rioja	Argentina	Capitan V A Almonacid Airport
IRK	Kirksville	United States	Kirksville Regional Airport
IRP	Isiro	Democratic Republic of the Congo	Matari Airport
IRZ	Santa Isabel do Rio Negro	Brazil	Tapuruquara Airport
ISA	Mount Isa	Australia	Mount Isa Airport
ISB	Attock	Pakistan	Islamabad International Airport
ISC	St. Mary's, Isles of Scilly	United Kingdom	St. Mary's Airport
ISE	Isparta	Turkey	Süleyman Demirel International Airport
ISG	Ishigaki	Japan	New Ishigaki Airport
ISK	Nashik	India	Nashik International Airport
ISP	Islip	United States	Long Island MacArthur Airport
IST	Istanbul	Turkey	İstanbul Airport
ISU	Sulaymaniyah	Iraq	Jalal Talabani International Airport
ITB	Itaituba	Brazil	Itaituba Airport
ITH	Ithaca	United States	Ithaca Tompkins Regional Airport
ITM	Osaka	Japan	Osaka Itami International Airport
ITO	Hilo	United States	Hilo International Airport
ITU	Kurilsk	Russia	Iturup Airport
